"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RALB",5.64828851230383e-19,0.705983308229196,0.143,0.036,1.92120885457503e-14,"CM5","RALB"
"PIP5K1A",5.79662807479286e-19,0.36240803324847,0.854,0.445,1.97166507336004e-14,"CM5","PIP5K1A"
"ACTR3C",5.81800195081192e-19,0.448670840689153,0.235,0.077,1.97893518354917e-14,"CM5","ACTR3C"
"AC107214.1",5.96755241139866e-19,0.595672824760455,0.184,0.054,2.02980327721314e-14,"CM5","AC107214.1"
"AC090204.1",6.07119238765194e-19,0.514432253453497,0.337,0.133,2.06505537873593e-14,"CM5","AC090204.1"
"RNF145",6.14123219915897e-19,0.20789645841888,0.677,0.321,2.08887872022193e-14,"CM5","RNF145"
"MYO19",6.41498957534692e-19,0.179348384192804,0.5,0.22,2.1819945541585e-14,"CM5","MYO19"
"PCP4",6.43949856484995e-19,0.535709475927747,0.201,0.062,2.19033104184806e-14,"CM5","PCP4"
"ZNF777",6.47112808638381e-19,1.04517663581524,0.136,0.034,2.20108950730259e-14,"CM5","ZNF777"
"TMEM50A",6.65610419584983e-19,0.17355003987924,0.293,0.106,2.26400728117636e-14,"CM5","TMEM50A"
"SCAMP4",6.6632030438258e-19,0.859518584801873,0.201,0.062,2.26642188332691e-14,"CM5","SCAMP4"
"CNTROB",6.68551449083707e-19,0.914021072153081,0.119,0.027,2.27401089891332e-14,"CM5","CNTROB"
"HINFP",6.72276200881539e-19,0.429569029064615,0.221,0.071,2.28668026967847e-14,"CM5","HINFP"
"GEMIN7-AS1",6.75266055347387e-19,0.486258440547121,0.187,0.056,2.2968499606586e-14,"CM5","GEMIN7-AS1"
"VLDLR",6.75680479079511e-19,0.175219983436589,0.602,0.277,2.29825958154105e-14,"CM5","VLDLR"
"MND1",6.86892540574708e-19,2.3046300008927,0.058,0.007,2.33639628751081e-14,"CM5","MND1"
"ZKSCAN5",6.94213953380397e-19,0.433931233360437,0.167,0.046,2.36129934102808e-14,"CM5","ZKSCAN5"
"LINC00310",7.08625830170992e-19,0.880912772290309,0.146,0.038,2.41031989874361e-14,"CM5","LINC00310"
"PLEKHA5",7.30564294372318e-19,0.365703013766845,0.997,0.922,2.484941390878e-14,"CM5","PLEKHA5"
"NIPAL2",7.57866890159537e-19,0.367077099092192,0.347,0.137,2.57780844018865e-14,"CM5","NIPAL2"
"ALPK2",7.63368022258508e-19,0.452792129827658,0.925,0.563,2.59651999091009e-14,"CM5","ALPK2"
"KCTD3",7.94802768073777e-19,0.186167133530156,0.646,0.299,2.70344213532614e-14,"CM5","KCTD3"
"SARNP",8.05652264908617e-19,0.180670125920413,0.605,0.278,2.74034561386017e-14,"CM5","SARNP"
"TBILA",8.0779064200946e-19,1.8311997778411,0.078,0.013,2.74761908973098e-14,"CM5","TBILA"
"RAB43",8.15446674721166e-19,0.690545690968755,0.173,0.05,2.77366031939658e-14,"CM5","RAB43"
"RIOK1",8.53297057120314e-19,0.360816047190302,0.201,0.062,2.90240461008903e-14,"CM5","RIOK1"
"CDIP1",8.59196354747782e-19,0.234467703541377,0.255,0.088,2.92247048103911e-14,"CM5","CDIP1"
"NUTM2B-AS1",8.64821313765143e-19,0.37305213308603,0.918,0.507,2.94160321664076e-14,"CM5","NUTM2B-AS1"
"BLZF1",8.91511024924228e-19,0.161489751326521,0.364,0.143,3.03238560017727e-14,"CM5","BLZF1"
"OSBP",8.9202364602959e-19,0.157171663216867,0.483,0.21,3.03412922960505e-14,"CM5","OSBP"
"PLEKHA3",8.99404134767315e-19,0.408051472581802,0.248,0.086,3.05923322399755e-14,"CM5","PLEKHA3"
"GLE1",9.14152947564215e-19,0.296939167796034,0.296,0.109,3.10939983584492e-14,"CM5","GLE1"
"ATP6V0D1",9.2343072256628e-19,0.400842033520619,0.241,0.082,3.14095725973694e-14,"CM5","ATP6V0D1"
"QSER1",9.52218048591672e-19,0.151665244363071,0.378,0.151,3.23887447047971e-14,"CM5","QSER1"
"ERCC6L2",9.76253239786745e-19,0.227623576699981,0.714,0.336,3.32062776981064e-14,"CM5","ERCC6L2"
"CISD2",9.8927877846839e-19,0.380297167617677,0.231,0.076,3.36493283708238e-14,"CM5","CISD2"
"TRIM44",9.9872013783863e-19,0.210233942975331,0.82,0.393,3.39704667684431e-14,"CM5","TRIM44"
"AL136962.1",1.00791089538942e-18,1.41624540058575,0.231,0.082,3.42830811957756e-14,"CM5","AL136962.1"
"ZFP1",1.01927632205191e-18,0.52370799886389,0.163,0.045,3.46696648182735e-14,"CM5","ZFP1"
"WNK1",1.03709328686404e-18,0.436186233772258,0.973,0.661,3.52756910593934e-14,"CM5","WNK1"
"STAMBP",1.05003024446023e-18,0.372247646715237,0.361,0.144,3.57157287350702e-14,"CM5","STAMBP"
"BHLHE40-AS1",1.05555791143863e-18,1.2137146952239,0.068,0.01,3.59037467996734e-14,"CM5","BHLHE40-AS1"
"MYDGF",1.06796197682159e-18,0.458733355492781,0.173,0.05,3.63256586796094e-14,"CM5","MYDGF"
"PISD",1.06943153936699e-18,0.158011856514031,0.415,0.171,3.63756443800288e-14,"CM5","PISD"
"LINC01503",1.07788945517918e-18,1.46916731374435,0.054,0.007,3.66633319284646e-14,"CM5","LINC01503"
"KCNIP3",1.08102144227953e-18,1.43841831187379,0.054,0.007,3.67698633376959e-14,"CM5","KCNIP3"
"ZMYM1",1.0854144785466e-18,0.169192186164928,0.333,0.128,3.69192880732839e-14,"CM5","ZMYM1"
"MPP7",1.09265201473356e-18,0.32005721151876,0.837,0.435,3.71654656291473e-14,"CM5","MPP7"
"AC092943.2",1.10355599898754e-18,0.968360762771487,0.068,0.01,3.75363537495623e-14,"CM5","AC092943.2"
"TMOD1",1.10644236876388e-18,0.487003434669762,0.901,0.53,3.76345307311345e-14,"CM5","TMOD1"
"CGNL1",1.11085179474241e-18,0.599903732413901,0.357,0.147,3.77845129463682e-14,"CM5","CGNL1"
"SLC49A4",1.13820975870247e-18,0.191382661903035,0.653,0.306,3.87150667325059e-14,"CM5","SLC49A4"
"SOD3",1.16018409364511e-18,1.05234202756105,0.105,0.022,3.94625017612448e-14,"CM5","SOD3"
"RNF34",1.17438802412372e-18,0.196230456691049,0.446,0.189,3.99456342525441e-14,"CM5","RNF34"
"SIK3",1.19348986856196e-18,0.414768433328281,0.966,0.675,4.05953643892666e-14,"CM5","SIK3"
"SREK1IP1",1.19994174605293e-18,0.250221084532245,0.412,0.171,4.08148185502443e-14,"CM5","SREK1IP1"
"FTO",1.19996254014975e-18,0.435032528035279,0.939,0.573,4.08155258406536e-14,"CM5","FTO"
"ZC3H18",1.21454407724086e-18,0.277733704511233,0.306,0.115,4.13115022432706e-14,"CM5","ZC3H18"
"SMG9",1.2191461336012e-18,0.304465254259681,0.211,0.067,4.14680365883113e-14,"CM5","SMG9"
"TCFL5",1.22523453299222e-18,0.973714744128725,0.109,0.023,4.16751274051974e-14,"CM5","TCFL5"
"CLK2",1.24481809244442e-18,0.473576400272839,0.221,0.072,4.23412425964046e-14,"CM5","CLK2"
"AC092835.1",1.26582736471183e-18,0.270124143263172,0.293,0.108,4.30558519833081e-14,"CM5","AC092835.1"
"MARCH5",1.28721772975209e-18,0.199506418383832,0.541,0.244,4.37834238597877e-14,"CM5","MARCH5"
"RFX2",1.31812330783876e-18,0.403287778842791,0.286,0.105,4.48346461928275e-14,"CM5","RFX2"
"SPOP",1.31888849198749e-18,0.297179568028077,0.844,0.431,4.48606731664626e-14,"CM5","SPOP"
"KPNA3",1.32914528928509e-18,0.251180914218373,0.779,0.382,4.52095478697431e-14,"CM5","KPNA3"
"CLTC",1.33784465540483e-18,0.212746571045662,0.803,0.393,4.550544810894e-14,"CM5","CLTC"
"CARNMT1",1.38453790624207e-18,0.427558953248766,0.272,0.099,4.70936723429179e-14,"CM5","CARNMT1"
"AC006480.2",1.39816757098661e-18,0.439450572506856,0.245,0.085,4.75572717595387e-14,"CM5","AC006480.2"
"ARPC1B",1.46355838777487e-18,0.364233794752819,0.126,0.03,4.97814750017745e-14,"CM5","ARPC1B"
"LRP11",1.48515809139103e-18,0.448278346684694,0.224,0.074,5.05161673205746e-14,"CM5","LRP11"
"MCAM",1.49877500076116e-18,0.373248367660856,0.146,0.038,5.09793328758901e-14,"CM5","MCAM"
"CCDC117",1.50706558004723e-18,0.597505902055702,0.177,0.052,5.12613286397264e-14,"CM5","CCDC117"
"NEO1",1.51950662117442e-18,0.283499770841474,0.541,0.249,5.16844982126266e-14,"CM5","NEO1"
"AL356094.2",1.52268319613161e-18,1.613401965425,0.068,0.01,5.17925462332208e-14,"CM5","AL356094.2"
"NADK2",1.54791813178784e-18,0.421680595853428,0.401,0.168,5.26508873346316e-14,"CM5","NADK2"
"PIK3CB",1.55586811275352e-18,0.235005538256999,0.789,0.378,5.29212979871982e-14,"CM5","PIK3CB"
"LRRFIP1",1.62197993150372e-18,0.412521162933332,0.976,0.796,5.51700253901675e-14,"CM5","LRRFIP1"
"INSR",1.64635602701699e-18,0.397229467701013,0.946,0.646,5.5999153902956e-14,"CM5","INSR"
"THUMPD1",1.68819544150817e-18,0.208773518129499,0.255,0.089,5.7422279747459e-14,"CM5","THUMPD1"
"CCAR1",1.69358063102024e-18,0.181603037463319,0.755,0.358,5.76054515835226e-14,"CM5","CCAR1"
"NUFIP1",1.70424754554822e-18,0.455840626670473,0.194,0.059,5.79682760142773e-14,"CM5","NUFIP1"
"UHRF1BP1",1.71503518395968e-18,0.284917642560736,0.779,0.388,5.83352067472046e-14,"CM5","UHRF1BP1"
"STRN3",1.75588107413158e-18,0.342852738657438,0.915,0.512,5.97245388555117e-14,"CM5","STRN3"
"RFLNA",1.77584825951553e-18,0.678627058146107,0.129,0.031,6.04037026991612e-14,"CM5","RFLNA"
"CLCN5",1.78091755195184e-18,0.332723114398195,0.218,0.07,6.057612961209e-14,"CM5","CLCN5"
"LAMP1",1.78243327657221e-18,0.225970359430936,0.316,0.121,6.06276854693271e-14,"CM5","LAMP1"
"TNKS2",1.78536084519793e-18,0.20807127661109,0.718,0.337,6.07272637885624e-14,"CM5","TNKS2"
"AL162390.1",1.7939484380788e-18,0.973550447044288,0.099,0.02,6.10193621728123e-14,"CM5","AL162390.1"
"Z95331.1",1.82632587136875e-18,0.715014561538906,0.163,0.046,6.21206481887365e-14,"CM5","Z95331.1"
"ULK4",1.8479959520608e-18,0.611330367541699,0.269,0.097,6.2857734313396e-14,"CM5","ULK4"
"DCAF4",1.86296398097974e-18,0.841018546985065,0.119,0.027,6.3366856849045e-14,"CM5","DCAF4"
"CAMTA2",1.87571617148762e-18,0.161557058732054,0.218,0.07,6.38006098569798e-14,"CM5","CAMTA2"
"CCDC142",1.91509379500674e-18,0.657888719348217,0.17,0.049,6.51400003433594e-14,"CM5","CCDC142"
"AC107081.2",1.92512575601338e-18,0.659056783875312,0.109,0.023,6.54812274650391e-14,"CM5","AC107081.2"
"IER3",2.00784314674056e-18,0.283598489269052,0.204,0.064,6.82947767932333e-14,"CM5","IER3"
"PTPN21",2.0761442659923e-18,0.222379775468829,0.575,0.264,7.0617971063462e-14,"CM5","PTPN21"
"TCAIM",2.09107964197265e-18,0.296086039243675,0.605,0.287,7.11259829420578e-14,"CM5","TCAIM"
"RALYL",2.14435823807182e-18,0.539944980185611,0.452,0.208,7.29382011097749e-14,"CM5","RALYL"
"PGM3",2.19407777042554e-18,0.26611807568483,0.262,0.093,7.46293612832543e-14,"CM5","PGM3"
"TFDP1",2.21953829340374e-18,0.425501921767222,0.252,0.088,7.5495375511835e-14,"CM5","TFDP1"
"NIPSNAP3A",2.23352041561274e-18,0.221724657324347,0.204,0.064,7.59709634166519e-14,"CM5","NIPSNAP3A"
"NFRKB",2.27522795802479e-18,0.376477153237841,0.214,0.07,7.73896037642552e-14,"CM5","NFRKB"
"CSNK1A1",2.30674344471434e-18,0.401632759184325,0.959,0.627,7.84615715285136e-14,"CM5","CSNK1A1"
"Z99289.3",2.34742144593939e-18,1.55635623739018,0.092,0.018,7.98451930621824e-14,"CM5","Z99289.3"
"PCDHGB7",2.3785715186337e-18,1.03253148698892,0.126,0.03,8.09047316348068e-14,"CM5","PCDHGB7"
"TBC1D12",2.38446899965653e-18,0.310664924608796,0.347,0.138,8.11053285543173e-14,"CM5","TBC1D12"
"IPO5",2.43852272054177e-18,0.243561725407403,0.303,0.114,8.29439118165078e-14,"CM5","IPO5"
"GPATCH4",2.46092548141616e-18,0.568832526773911,0.16,0.044,8.37059193248892e-14,"CM5","GPATCH4"
"PUM1",2.55802149736861e-18,0.300061050304418,0.905,0.467,8.70085432114959e-14,"CM5","PUM1"
"RERE",2.56096928470671e-18,0.370364591310192,0.99,0.832,8.71088092500139e-14,"CM5","RERE"
"NOMO2",2.56477066407255e-18,0.162720813498933,0.252,0.087,8.72381093677638e-14,"CM5","NOMO2"
"AC105942.1",2.57481075927942e-18,0.802547295616531,0.153,0.042,8.757961316613e-14,"CM5","AC105942.1"
"SPINDOC",2.63707925426596e-18,1.2458904815381,0.116,0.026,8.96976137546023e-14,"CM5","SPINDOC"
"SHC4",2.66069267801678e-18,0.791013687197506,0.167,0.047,9.05008007500629e-14,"CM5","SHC4"
"AC068888.2",2.66089476879103e-18,1.81794239381485,0.068,0.01,9.05076746656582e-14,"CM5","AC068888.2"
"EIF1AX",2.69759838579387e-18,0.238403797560538,0.31,0.118,9.17561114943927e-14,"CM5","EIF1AX"
"SOCS6",2.75811192137436e-18,0.17819317008174,0.48,0.209,9.38144188936276e-14,"CM5","SOCS6"
"AC006115.2",2.82266991895729e-18,0.609555546730805,0.221,0.073,9.60102946234132e-14,"CM5","AC006115.2"
"RAPGEF6",2.83449233874121e-18,0.323495502368477,0.779,0.404,9.64124224099437e-14,"CM5","RAPGEF6"
"GTPBP4",2.86276533264736e-18,0.182903933221043,0.221,0.072,9.73741000246673e-14,"CM5","GTPBP4"
"TOR1AIP1",2.91785753557701e-18,0.183974795512534,0.449,0.193,9.92480062151165e-14,"CM5","TOR1AIP1"
"KARS",3.0601948804207e-18,0.621309319254749,0.187,0.057,1.0408946866263e-13,"CM5","KARS"
"SCYL1",3.07059500418969e-18,0.282236464235328,0.201,0.063,1.04443218472508e-13,"CM5","SCYL1"
"AC106738.1",3.07752779901841e-18,1.16165099813976,0.16,0.045,1.04679030555812e-13,"CM5","AC106738.1"
"PRRC2C",3.10126661312403e-18,0.21383341971548,0.799,0.388,1.05486482578801e-13,"CM5","PRRC2C"
"HDGFL2",3.12785525778254e-18,0.526851009822806,0.184,0.055,1.06390868738215e-13,"CM5","HDGFL2"
"BBX",3.21914521208314e-18,0.36239284369758,0.867,0.484,1.09496005243796e-13,"CM5","BBX"
"UGP2",3.30172285447892e-18,0.282287010666506,0.827,0.435,1.12304801172246e-13,"CM5","UGP2"
"ZDHHC17",3.51549543845719e-18,0.213403738850339,0.714,0.345,1.19576061843683e-13,"CM5","ZDHHC17"
"CRELD2",3.68797349380974e-18,0.273914813950857,0.16,0.044,1.25442730418444e-13,"CM5","CRELD2"
"CHML",3.77303372781031e-18,0.828807505837396,0.126,0.03,1.2833596921774e-13,"CM5","CHML"
"FARSA",3.79392869260452e-18,0.225167793131025,0.184,0.055,1.2904669055025e-13,"CM5","FARSA"
"ARHGAP21",3.87307282941607e-18,0.434376554536103,0.823,0.454,1.31738699219758e-13,"CM5","ARHGAP21"
"DCAF10",3.91390886981801e-18,0.336969587986718,0.748,0.379,1.3312769629799e-13,"CM5","DCAF10"
"ARMC8",4.01626738749414e-18,0.285663425443516,0.854,0.448,1.36609318918226e-13,"CM5","ARMC8"
"TBC1D2",4.06800310936525e-18,0.952407206409475,0.092,0.018,1.3836905776195e-13,"CM5","TBC1D2"
"UBAP1",4.08707782570711e-18,0.336838665035397,0.84,0.45,1.39017865163602e-13,"CM5","UBAP1"
"PDSS2",4.16557069446567e-18,0.378055980066662,0.83,0.448,1.41687721601555e-13,"CM5","PDSS2"
"STIP1",4.19697980658819e-18,0.564801295883951,0.163,0.046,1.42756071141291e-13,"CM5","STIP1"
"MICAL3",4.23061762409445e-18,0.392677613994179,0.983,0.758,1.43900227865949e-13,"CM5","MICAL3"
"SLA2",4.33417537402665e-18,0.815217906317018,0.122,0.029,1.47422641172142e-13,"CM5","SLA2"
"SOBP",4.3735178008411e-18,0.285461822447401,0.755,0.384,1.48760834477809e-13,"CM5","SOBP"
"ZNF470",4.4684264446363e-18,0.770310980181571,0.129,0.032,1.51989057087859e-13,"CM5","ZNF470"
"SIRT4",4.47801809047287e-18,0.882352710856964,0.197,0.063,1.52315307329344e-13,"CM5","SIRT4"
"STAT5A",4.5240742786118e-18,0.941917734021546,0.085,0.016,1.53881862512702e-13,"CM5","STAT5A"
"PLS3",4.52597130794113e-18,0.29120726276081,0.697,0.346,1.53946388068309e-13,"CM5","PLS3"
"PSMD5",4.52633369034076e-18,0.261306710678461,0.378,0.156,1.5395871414325e-13,"CM5","PSMD5"
"CEP89",4.60105473344682e-18,0.531711642928775,0.207,0.067,1.5650027570346e-13,"CM5","CEP89"
"TBCB",4.6025681833281e-18,0.323823370178843,0.139,0.036,1.56551754187722e-13,"CM5","TBCB"
"AIFM2",4.65950679204776e-18,0.425180563958079,0.262,0.094,1.58488464024713e-13,"CM5","AIFM2"
"PAN3",4.7875635990753e-18,0.413746833782925,0.864,0.483,1.62844188258947e-13,"CM5","PAN3"
"RABAC1",4.91672296913901e-18,0.34620559569703,0.133,0.033,1.67237415072294e-13,"CM5","RABAC1"
"PROS1",5.03132624989918e-18,0.298194019577068,0.459,0.205,1.71135531064071e-13,"CM5","PROS1"
"EFEMP1",5.03937123376395e-18,1.63568071499667,0.085,0.016,1.71409173145247e-13,"CM5","EFEMP1"
"ARHGAP39",5.19744292747683e-18,1.44916455795995,0.085,0.016,1.76785823735197e-13,"CM5","ARHGAP39"
"SLC25A53",5.23206194625705e-18,0.181139038028523,0.34,0.134,1.77963355039987e-13,"CM5","SLC25A53"
"IL10RB",5.60818358981735e-18,0.927556635036367,0.122,0.029,1.90756756624047e-13,"CM5","IL10RB"
"ZNF526",5.65510526492994e-18,1.14791454990168,0.102,0.022,1.92352750481327e-13,"CM5","ZNF526"
"MCPH1",5.90024485875933e-18,0.310074288304817,0.687,0.342,2.0069092862584e-13,"CM5","MCPH1"
"TRA2A",5.92243367565195e-18,0.251414424309621,0.789,0.385,2.01445659043625e-13,"CM5","TRA2A"
"TBC1D2B",5.95709408999557e-18,0.870986811840265,0.122,0.029,2.02624598377109e-13,"CM5","TBC1D2B"
"SRM",6.10553216559042e-18,0.651461235126292,0.112,0.025,2.07673571080393e-13,"CM5","SRM"
"UTP18",6.11303397374353e-18,0.249393601380074,0.218,0.071,2.07928737582912e-13,"CM5","UTP18"
"FBXL20",6.34615951993194e-18,0.453312931811454,0.871,0.501,2.15858269910965e-13,"CM5","FBXL20"
"ABR",6.46084087736611e-18,0.253034412185781,0.786,0.381,2.19759041602731e-13,"CM5","ABR"
"RBBP5",6.4625924411799e-18,0.23826922679565,0.262,0.094,2.19818619294293e-13,"CM5","RBBP5"
"AMN1",6.6104943222204e-18,0.474539523859799,0.391,0.168,2.24849353876005e-13,"CM5","AMN1"
"GEMIN5",6.62586057953554e-18,0.19593128111504,0.235,0.08,2.25372021752322e-13,"CM5","GEMIN5"
"RBAK",6.93884613307487e-18,0.240289591296711,0.238,0.082,2.36017912370408e-13,"CM5","RBAK"
"MOB2",7.03385294429735e-18,0.206002851431655,0.201,0.064,2.3924947404733e-13,"CM5","MOB2"
"AGPAT3",7.22796935530127e-18,0.189589856902104,0.697,0.333,2.45852149651217e-13,"CM5","AGPAT3"
"TTC9C",7.25241118526257e-18,0.370593269057522,0.228,0.077,2.46683514055521e-13,"CM5","TTC9C"
"ZFYVE9",7.25425797002397e-18,0.239393391305967,0.633,0.305,2.46746330592395e-13,"CM5","ZFYVE9"
"NIPAL3",7.29126019571659e-18,0.398141818686782,0.235,0.08,2.48004924297104e-13,"CM5","NIPAL3"
"SMIM13",7.37543878111354e-18,0.383154206261741,0.153,0.042,2.50868174700796e-13,"CM5","SMIM13"
"APOL2",7.39545339755533e-18,0.185522391762773,0.194,0.06,2.51548951864447e-13,"CM5","APOL2"
"SLC4A2",7.42661289359338e-18,0.367793541150857,0.173,0.051,2.52608810962685e-13,"CM5","SLC4A2"
"ZNF93",7.65197916355224e-18,0.897440029374704,0.116,0.027,2.60274419269066e-13,"CM5","ZNF93"
"ZSCAN5A",7.66559887819541e-18,0.259846963546728,0.524,0.24,2.60737680242939e-13,"CM5","ZSCAN5A"
"PLEKHA8",7.73864991832184e-18,0.207854126937416,0.289,0.108,2.63222438321799e-13,"CM5","PLEKHA8"
"RALGPS2",7.8172731109967e-18,0.275297134926212,0.571,0.27,2.65896727597442e-13,"CM5","RALGPS2"
"FBN2",8.12761896712839e-18,0.391033238699968,0.932,0.577,2.76452831547905e-13,"CM5","FBN2"
"SCLT1",8.63725625189866e-18,0.262467911499635,0.633,0.307,2.93787634152081e-13,"CM5","SCLT1"
"WWC2",8.6667906701661e-18,0.292620186113751,0.833,0.444,2.9479221785503e-13,"CM5","WWC2"
"DNAL1",8.87018156756577e-18,0.570752132502771,0.207,0.068,3.01710355839182e-13,"CM5","DNAL1"
"KCNE1",8.97251250648372e-18,0.918991702797069,0.112,0.025,3.05191040395537e-13,"CM5","KCNE1"
"FLVCR1",9.07865117296188e-18,0.570006364204198,0.197,0.063,3.08801240997126e-13,"CM5","FLVCR1"
"AC090945.1",9.40596084142578e-18,0.801503621481708,0.167,0.049,3.19934352060256e-13,"CM5","AC090945.1"
"CWC27",9.66981938742056e-18,0.325851736603498,0.704,0.349,3.28909236643723e-13,"CM5","CWC27"
"FAM215B",9.73438178472512e-18,0.865278532532503,0.167,0.049,3.3110526202564e-13,"CM5","FAM215B"
"ZSWIM5",9.89657518391755e-18,0.739913899825318,0.255,0.093,3.36622108305772e-13,"CM5","ZSWIM5"
"BACE1",9.9430698459539e-18,0.429278200612813,0.207,0.068,3.38203577740276e-13,"CM5","BACE1"
"MED27",9.97302590262353e-18,0.158100158423478,0.667,0.318,3.39222503051837e-13,"CM5","MED27"
"PBX2",1.02559920254759e-17,0.503227361817316,0.133,0.034,3.48847312754538e-13,"CM5","PBX2"
"LMAN2",1.0360661908046e-17,0.445684568160315,0.18,0.054,3.52407554140275e-13,"CM5","LMAN2"
"PATL1",1.07890570021665e-17,0.449175944669757,0.265,0.097,3.66978984871691e-13,"CM5","PATL1"
"GSE1",1.093094641857e-17,0.261291067396781,0.827,0.427,3.71805211481239e-13,"CM5","GSE1"
"TMEM109",1.09667035633733e-17,0.629480525103894,0.105,0.023,3.7302145500458e-13,"CM5","TMEM109"
"PDK1",1.1005661558528e-17,0.544952805454772,0.231,0.08,3.7434657225177e-13,"CM5","PDK1"
"SAXO2",1.15852075558682e-17,0.205842722121786,0.293,0.111,3.940592498053e-13,"CM5","SAXO2"
"ZNF267",1.18092603023656e-17,0.358670015829899,0.143,0.038,4.01680179924665e-13,"CM5","ZNF267"
"POMK",1.20282605691862e-17,0.554472105723538,0.143,0.038,4.091292550003e-13,"CM5","POMK"
"ZNF433",1.20605234512917e-17,0.309027142749991,0.221,0.074,4.10226644672234e-13,"CM5","ZNF433"
"SUMO4",1.25374562537585e-17,0.990558108601795,0.082,0.015,4.26449037015342e-13,"CM5","SUMO4"
"SLC12A9",1.33002840155858e-17,0.693978037693354,0.177,0.053,4.52395860506135e-13,"CM5","SLC12A9"
"LINC01184",1.34124502137168e-17,0.374438760997506,0.738,0.39,4.56211081569363e-13,"CM5","LINC01184"
"BCL7C",1.42227754717832e-17,0.283856089194504,0.276,0.102,4.83773484897233e-13,"CM5","BCL7C"
"FBXO46",1.47786544848052e-17,0.44492262055863,0.221,0.075,5.02681153646164e-13,"CM5","FBXO46"
"SNHG3",1.51297661566653e-17,0.378031939167308,0.177,0.053,5.14623866052812e-13,"CM5","SNHG3"
"ELL2",1.56236702590923e-17,0.36588833141023,0.935,0.595,5.31423520192765e-13,"CM5","ELL2"
"MLH3",1.56827980276148e-17,0.15057502902985,0.497,0.22,5.33434692111291e-13,"CM5","MLH3"
"AC092279.1",1.65179164429416e-17,0.311740227729008,0.252,0.09,5.61840409890216e-13,"CM5","AC092279.1"
"IRX2",1.65656833461669e-17,1.84343690073691,0.078,0.014,5.63465153336521e-13,"CM5","IRX2"
"PANX1",1.65704028010302e-17,0.677575771695477,0.143,0.038,5.63625680874241e-13,"CM5","PANX1"
"TGFBR2",1.71002349230411e-17,0.349841686564876,0.925,0.521,5.81647390672319e-13,"CM5","TGFBR2"
"RIOK2",1.73350796347486e-17,0.177031047526827,0.207,0.067,5.89635398696339e-13,"CM5","RIOK2"
"AK6",1.75772059398385e-17,0.171296359654021,0.194,0.061,5.97871082837668e-13,"CM5","AK6"
"SCARB1",1.76498361409567e-17,0.532799102824092,0.197,0.063,6.00341526498503e-13,"CM5","SCARB1"
"NSUN2",1.80783363593405e-17,0.221975380079266,0.279,0.104,6.14916532926606e-13,"CM5","NSUN2"
"POLR2M",1.81484759583393e-17,0.178398006748695,0.245,0.086,6.17302261246954e-13,"CM5","POLR2M"
"CNOT8",1.83955355788063e-17,0.221215070709173,0.241,0.085,6.25705747177517e-13,"CM5","CNOT8"
"MAP2K4",1.86352585602859e-17,0.339886819440917,0.752,0.385,6.33859684669564e-13,"CM5","MAP2K4"
"MFSD6",1.86705805149702e-17,0.462516306606852,0.211,0.069,6.35061125636197e-13,"CM5","MFSD6"
"SLC35F3",1.90569387836296e-17,2.30295790526088,0.082,0.015,6.48202715786376e-13,"CM5","SLC35F3"
"ZNF347",1.90641458931752e-17,0.59910248570454,0.18,0.055,6.4844785841046e-13,"CM5","ZNF347"
"AC022893.1",1.92463256618434e-17,0.888586168365586,0.129,0.033,6.54644521061942e-13,"CM5","AC022893.1"
"SDHAF3",1.93840919242381e-17,0.180403780134897,0.282,0.105,6.59330502711036e-13,"CM5","SDHAF3"
"GPRC5C",1.96134149177757e-17,0.416942099950878,0.136,0.035,6.67130695013223e-13,"CM5","GPRC5C"
"AC103810.2",2.00357881824485e-17,0.862912468828773,0.116,0.027,6.81497299237802e-13,"CM5","AC103810.2"
"FAM214A",2.15812956742626e-17,0.404649980560929,0.891,0.525,7.34066191064367e-13,"CM5","FAM214A"
"ATP11C",2.16091788906658e-17,0.3681812554739,0.167,0.049,7.35014610787106e-13,"CM5","ATP11C"
"YIPF7",2.16598055438846e-17,0.52028116013134,0.218,0.073,7.36736625769692e-13,"CM5","YIPF7"
"RFC2",2.16745462235727e-17,1.10430787644791,0.099,0.021,7.37238015248602e-13,"CM5","RFC2"
"YWHAH",2.17436659295521e-17,0.546734106331393,0.105,0.023,7.39589052927786e-13,"CM5","YWHAH"
"ZNF827",2.24536016622333e-17,0.272888549080509,0.878,0.469,7.63736806939202e-13,"CM5","ZNF827"
"STIMATE",2.28249017974901e-17,0.276302240468743,0.224,0.076,7.7636620973983e-13,"CM5","STIMATE"
"ABCB9",2.31218273448061e-17,0.514910906306511,0.17,0.051,7.86465835306236e-13,"CM5","ABCB9"
"DMD",2.32178499944921e-17,0.281751858723998,0.99,0.951,7.89731949712653e-13,"CM5","DMD"
"POU6F1",2.32755488156156e-17,0.975293124120034,0.122,0.03,7.91694517414349e-13,"CM5","POU6F1"
"ZFP64",2.35155933303581e-17,0.402626464959062,0.32,0.128,7.99859391538799e-13,"CM5","ZFP64"
"SFXN1",2.38607605667992e-17,0.150335379545728,0.711,0.342,8.11599909919109e-13,"CM5","SFXN1"
"GKAP1",2.41178404904002e-17,0.236928078433105,0.5,0.228,8.20344226440472e-13,"CM5","GKAP1"
"BRAF",2.44899137335306e-17,0.406432366014879,0.956,0.619,8.32999925732311e-13,"CM5","BRAF"
