"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VCAN",1.47530176685879e-200,4.5126493431592,0.454,0.053,5.01809142979349e-196,"MP1","VCAN"
"FLT3",1.85094907356689e-154,3.68364967725421,0.316,0.024,6.29581817883042e-150,"MP1","FLT3"
"IL1R2",1.00556732244123e-128,3.94229227820813,0.289,0.028,3.42033669055161e-124,"MP1","IL1R2"
"PLXDC2",1.14938293470721e-103,1.16593363893899,0.895,0.555,3.90951111411311e-99,"MP1","PLXDC2"
"LDLRAD3",6.68378457642421e-99,2.79784683410892,0.339,0.068,2.27342248582493e-94,"MP1","LDLRAD3"
"LYZ",1.59225502330934e-97,3.05413631284276,0.271,0.039,5.41589623628438e-93,"MP1","LYZ"
"LRRK2",2.04464939330544e-94,2.01607569243204,0.515,0.18,6.95467044638913e-90,"MP1","LRRK2"
"SLC11A1",4.18146430545144e-89,1.98721480144167,0.548,0.216,1.42228326885625e-84,"MP1","SLC11A1"
"PRAM1",7.31429534044465e-87,3.46122627443856,0.217,0.025,2.48788441709884e-82,"MP1","PRAM1"
"FCN1",7.26062658897392e-85,6.55318716535979,0.126,0.001,2.46962952797359e-80,"MP1","FCN1"
"ADAM28",7.71157319778051e-83,1.86760104132498,0.519,0.2,2.62301450749306e-78,"MP1","ADAM28"
"ST6GALNAC3",2.21055465311449e-81,2.0723128957973,0.477,0.169,7.51898059710361e-77,"MP1","ST6GALNAC3"
"IRAK3",8.82965254721779e-78,1.24235316099861,0.756,0.425,3.00331801741066e-73,"MP1","IRAK3"
"ADGRE2",1.26928129502207e-75,2.43110551978993,0.281,0.059,4.31733339688808e-71,"MP1","ADGRE2"
"TLR2",1.27179146284322e-75,1.16914554674657,0.725,0.377,4.32587148171491e-71,"MP1","TLR2"
"SLC8A1",2.72424237960117e-74,1.0941757065545,0.812,0.513,9.26623802997543e-70,"MP1","SLC8A1"
"CLEC7A",5.42012434588921e-74,1.55761586144705,0.51,0.195,1.84360109501076e-69,"MP1","CLEC7A"
"FGD4",1.47579603133344e-68,1.1209980552976,0.733,0.413,5.01977262097755e-64,"MP1","FGD4"
"MAML3",3.52913030730137e-68,1.12920368776397,0.757,0.459,1.20039838272549e-63,"MP1","MAML3"
"S100Z",3.48145839475267e-67,2.25775713862989,0.246,0.049,1.18418325839117e-62,"MP1","S100Z"
"HLA-DRB1",1.71079295814859e-66,1.56802081238841,0.55,0.253,5.8190911678466e-62,"MP1","HLA-DRB1"
"KYNU",3.2790170162768e-66,1.74828905788279,0.545,0.254,1.11532484791639e-61,"MP1","KYNU"
"PLXNC1",4.14523134925338e-65,1.76531475446984,0.342,0.098,1.40995899113504e-60,"MP1","PLXNC1"
"DPYD",1.58992446364839e-64,0.96448153755945,0.878,0.763,5.40796907065362e-60,"MP1","DPYD"
"CIITA",5.86443157127041e-63,1.80615784067408,0.415,0.153,1.99472775465192e-58,"MP1","CIITA"
"CD74",6.507014252837e-63,1.38723982043362,0.6,0.291,2.21329582795998e-58,"MP1","CD74"
"MT-CO1",1.08317034441733e-62,1.1817259687581,0.856,0.658,3.68429560950109e-58,"MP1","MT-CO1"
"ENTPD1",1.18616583552976e-62,1.49628842879307,0.455,0.176,4.03462447297091e-58,"MP1","ENTPD1"
"GLT1D1",2.08512295475565e-61,4.00411542192534,0.126,0.009,7.09233721830586e-57,"MP1","GLT1D1"
"CSF3R",1.89727679766498e-60,1.97340081772641,0.355,0.118,6.45339729957765e-56,"MP1","CSF3R"
"SULT1B1",1.06676098490571e-59,2.67731180226542,0.19,0.032,3.62848081405828e-55,"MP1","SULT1B1"
"FGR",1.11958892749761e-59,1.99113627625644,0.315,0.092,3.80816977799038e-55,"MP1","FGR"
"CSF2RA",1.51950035911172e-59,1.74630563487084,0.496,0.217,5.16842852148259e-55,"MP1","CSF2RA"
"TPST1",1.98012684481907e-59,2.30702032214549,0.287,0.079,6.73520344996759e-55,"MP1","TPST1"
"IL13RA1",9.80549476051262e-59,1.35467239995328,0.513,0.228,3.33524098784076e-54,"MP1","IL13RA1"
"DOCK5",2.40917661076665e-56,1.22837559660071,0.635,0.347,8.1945733238617e-52,"MP1","DOCK5"
"RNF149",6.6126703044225e-56,1.11133434217538,0.737,0.476,2.24923367734627e-51,"MP1","RNF149"
"SIPA1L1",7.41034311116178e-56,1.47241442086766,0.675,0.427,2.52055410583057e-51,"MP1","SIPA1L1"
"USP53",9.37443493941376e-55,1.56892351287246,0.536,0.273,3.1886203002922e-50,"MP1","USP53"
"PTPRE",1.28299396171539e-54,1.22069296745771,0.607,0.318,4.36397566137872e-50,"MP1","PTPRE"
"MNDA",2.99241046510547e-54,2.138090952355,0.248,0.063,1.01783849560098e-49,"MP1","MNDA"
"MT-CO3",3.38194141582741e-53,1.02306714077316,0.829,0.617,1.15033355317954e-48,"MP1","MT-CO3"
"HIPK2",8.83542434284826e-52,1.23259991274746,0.517,0.245,3.00528123597641e-47,"MP1","HIPK2"
"HLA-DRA",1.21033498296465e-51,1.46315850110295,0.401,0.155,4.11683341105595e-47,"MP1","HLA-DRA"
"ST18",1.28198120125776e-51,2.34654462463053,0.206,0.045,4.36053085795813e-47,"MP1","ST18"
"CLEC12A",1.36406688934274e-49,2.09599180285464,0.23,0.058,4.6397371174104e-45,"MP1","CLEC12A"
"MIR181A1HG",2.89868643265505e-49,1.20630152163406,0.535,0.269,9.8595920320329e-45,"MP1","MIR181A1HG"
"MAP2K1",8.57252106854825e-49,1.10574720613135,0.604,0.335,2.915857316256e-44,"MP1","MAP2K1"
"MT-CO2",5.91896331232119e-48,1.12491643780966,0.763,0.563,2.01327618105293e-43,"MP1","MT-CO2"
"ADAMTS2",1.78183218912695e-47,2.02997911146075,0.283,0.093,6.0607240080964e-43,"MP1","ADAMTS2"
"INSR",2.04395778783827e-47,1.38311865397737,0.522,0.265,6.95231801955311e-43,"MP1","INSR"
"JAML",3.59423081899838e-47,1.44079144423726,0.292,0.093,1.22254167077411e-42,"MP1","JAML"
"RASSF2",4.53771176415966e-47,1.75603402603819,0.337,0.125,1.54345727946127e-42,"MP1","RASSF2"
"ALOX15B",6.45976848906502e-47,2.3527215657276,0.156,0.027,2.19722565387058e-42,"MP1","ALOX15B"
"PRKCE",3.38985804728018e-46,1.14733581858373,0.584,0.324,1.15302631620188e-41,"MP1","PRKCE"
"AQP9",1.46385684232781e-45,4.30875359431291,0.099,0.008,4.97916266349381e-41,"MP1","AQP9"
"SH3PXD2B",2.18655340773643e-45,1.35216791578533,0.458,0.221,7.43734276107468e-41,"MP1","SH3PXD2B"
"SLC22A15",2.48911859210455e-45,1.71308819732643,0.266,0.082,8.46648797918441e-41,"MP1","SLC22A15"
"SGMS2",3.0530316107194e-45,1.89160889686376,0.226,0.061,1.0384581720701e-40,"MP1","SGMS2"
"MEGF9",4.3047041217658e-45,1.49040420065135,0.391,0.165,1.46420205997742e-40,"MP1","MEGF9"
"ZNF804A",1.07512769013747e-44,2.03603920645968,0.195,0.046,3.6569393252336e-40,"MP1","ZNF804A"
"IFNGR2",4.33894589850416e-44,1.35843703555174,0.454,0.218,1.47584905791721e-39,"MP1","IFNGR2"
"CD1C",6.62450453837888e-44,6.34773594711228,0.069,0.002,2.25325897368419e-39,"MP1","CD1C"
"CEACAM4",1.88389165599081e-43,3.25194859399405,0.107,0.011,6.40786907868714e-39,"MP1","CEACAM4"
"VSIR",4.65457794996873e-43,1.18629290799744,0.397,0.167,1.58320814390236e-38,"MP1","VSIR"
"IFNGR1",9.59986000614969e-43,1.04921734662997,0.54,0.286,3.26529638249175e-38,"MP1","IFNGR1"
"MT-ND3",5.24244226628307e-42,1.08875405842433,0.65,0.414,1.78316431245352e-37,"MP1","MT-ND3"
"PHC2",1.11269676157655e-41,1.32302811418224,0.446,0.217,3.78472676482649e-37,"MP1","PHC2"
"CD1D",1.22981641241788e-41,3.87360887686644,0.095,0.009,4.18309754519818e-37,"MP1","CD1D"
"TBXAS1",1.39561122216175e-41,0.676604642578718,0.832,0.585,4.74703201106099e-37,"MP1","TBXAS1"
"AC009093.2",1.47278760322831e-41,1.46150772586508,0.467,0.233,5.00953975362077e-37,"MP1","AC009093.2"
"LAPTM5",2.54313242898804e-41,1.31404368861099,0.423,0.196,8.65021064395993e-37,"MP1","LAPTM5"
"CSGALNACT2",3.14058084253119e-41,1.31737454141972,0.414,0.193,1.06823716777856e-36,"MP1","CSGALNACT2"
"SSH2",6.56849448523814e-41,0.737548390375217,0.853,0.736,2.2342077142089e-36,"MP1","SSH2"
"MARCH1",7.10402602855567e-41,0.922151833623185,0.626,0.368,2.41636341335293e-36,"MP1","MARCH1"
"ZEB2",1.81441635886427e-40,0.861374359020657,0.828,0.627,6.17155580304094e-36,"MP1","ZEB2"
"MTRNR2L12",2.09332684149559e-40,2.53590686604096,0.172,0.04,7.12024191866309e-36,"MP1","MTRNR2L12"
"KCNAB2",3.17185146459412e-40,1.25438427147906,0.386,0.167,1.07887355716704e-35,"MP1","KCNAB2"
"MYO1F",6.07459613723729e-40,1.1028534027389,0.59,0.355,2.06621313011989e-35,"MP1","MYO1F"
"CCDC88A",6.65355030322371e-40,0.949560954394411,0.577,0.327,2.26313860013851e-35,"MP1","CCDC88A"
"AP001636.3",8.30643269005037e-40,1.98059786385231,0.217,0.064,2.82535001519373e-35,"MP1","AP001636.3"
"AHR",2.39645214065316e-39,1.19590534319518,0.42,0.2,8.15129231121766e-35,"MP1","AHR"
"ARHGAP26",3.99790465484474e-39,0.723567383595055,0.811,0.625,1.35984728929889e-34,"MP1","ARHGAP26"
"ZDHHC20",6.42878738318383e-39,1.18841903560773,0.418,0.196,2.18668774051615e-34,"MP1","ZDHHC20"
"CLEC10A",2.94574811322015e-38,2.3196122798713,0.161,0.037,1.0019667632307e-33,"MP1","CLEC10A"
"AC093849.4",3.41337014402574e-38,1.813932007709,0.253,0.088,1.16102372078892e-33,"MP1","AC093849.4"
"SAT1",7.15675470064814e-38,0.857070269452894,0.721,0.496,2.43429854387846e-33,"MP1","SAT1"
"PRKAG2",1.03914907328787e-37,0.98978253125836,0.639,0.412,3.53456165788138e-33,"MP1","PRKAG2"
"THBS1",1.05205319033213e-37,0.800763914378148,0.279,0.1,3.57845372159571e-33,"MP1","THBS1"
"AL034397.3",1.35527975799287e-37,1.59386560419388,0.308,0.12,4.60984856883695e-33,"MP1","AL034397.3"
"TYMP",1.81579656262619e-37,1.58799195126363,0.293,0.112,6.17625042811673e-33,"MP1","TYMP"
"VMP1",2.38877768077262e-37,0.889698704840321,0.653,0.421,8.12518840337998e-33,"MP1","VMP1"
"TMEM170B",4.41569721654767e-37,1.76784374188845,0.207,0.062,1.50195525123652e-32,"MP1","TMEM170B"
"UPP1",4.91253572238953e-37,1.73402020226019,0.219,0.067,1.67094990061358e-32,"MP1","UPP1"
"TMTC2",8.18773095655891e-37,1.34594616825778,0.249,0.084,2.78497480756395e-32,"MP1","TMTC2"
"AL138899.1",3.09281163882849e-36,5.86127835372954,0.055,0.001,1.05198895083112e-31,"MP1","AL138899.1"
"CREB5",1.18297229666048e-35,0.88800002722378,0.36,0.155,4.02376196986095e-31,"MP1","CREB5"
"CUX1",1.25297978142385e-35,1.03159263723121,0.623,0.409,4.26188542853508e-31,"MP1","CUX1"
"IL17RA",1.38796520957035e-35,1.22250862766063,0.353,0.158,4.7210248638326e-31,"MP1","IL17RA"
"SPTLC2",2.0027925209487e-35,0.82732218056274,0.631,0.393,6.81229848075491e-31,"MP1","SPTLC2"
"CD300E",2.16538580578717e-35,2.97067956660705,0.082,0.008,7.36534327980447e-31,"MP1","CD300E"
"AREG",2.82539647956844e-35,2.37376191919261,0.145,0.032,9.6103035856041e-31,"MP1","AREG"
"VDR",3.18797811438764e-35,3.00860987315225,0.094,0.012,1.08435887582781e-30,"MP1","VDR"
"SULF2",3.2907593923895e-35,2.03728627710345,0.194,0.057,1.11931889972736e-30,"MP1","SULF2"
"VCAN-AS1",3.5575068373314e-35,6.40733247961557,0.055,0.001,1.2100503756499e-30,"MP1","VCAN-AS1"
"MXD1",4.2569310262056e-35,2.19758863077141,0.194,0.057,1.44795251925357e-30,"MP1","MXD1"
"ITGAX",5.37590523719886e-35,1.34378657641606,0.252,0.089,1.82856040738082e-30,"MP1","ITGAX"
"MT-CYB",7.52621170773117e-35,0.893977211047339,0.683,0.472,2.55996565026768e-30,"MP1","MT-CYB"
"NUMB",1.47765726862993e-34,0.871179470874667,0.62,0.399,5.02610343351784e-30,"MP1","NUMB"
"LILRB2",2.21731192235845e-34,2.13422557437297,0.174,0.047,7.54196477271005e-30,"MP1","LILRB2"
"SIRPB2",1.10112293921692e-33,1.06254449873996,0.4,0.193,3.74535956545244e-29,"MP1","SIRPB2"
"CD86",2.84683793524974e-33,1.25388275498592,0.383,0.186,9.68323455295845e-29,"MP1","CD86"
"DLEU2",3.81182606370971e-33,0.876981170270394,0.743,0.582,1.29655451731022e-28,"MP1","DLEU2"
"SLC25A37",5.10054056401481e-33,1.34783365456431,0.289,0.117,1.734897867444e-28,"MP1","SLC25A37"
"COTL1",1.17789276203175e-32,1.27230677203016,0.287,0.116,4.00648444077481e-28,"MP1","COTL1"
"MIS18BP1",1.22793613568149e-32,1.05892199088461,0.492,0.274,4.17670197190702e-28,"MP1","MIS18BP1"
"FAM49A",1.8832052075892e-32,1.0365884934671,0.461,0.25,6.4055341930939e-28,"MP1","FAM49A"
"NOD2",2.00650621337497e-32,2.4592052716814,0.12,0.024,6.82493023417361e-28,"MP1","NOD2"
"MT-ND1",5.63253342414571e-32,1.0773489443629,0.504,0.297,1.91584991888892e-27,"MP1","MT-ND1"
"RILPL2",7.8749893905869e-32,1.44104589427643,0.243,0.089,2.67859889131423e-27,"MP1","RILPL2"
"RGS18",7.92804206526796e-32,1.35658269694928,0.235,0.084,2.69664422808024e-27,"MP1","RGS18"
"NFAM1",9.93301464816631e-32,2.00354552737823,0.172,0.049,3.37861560242729e-27,"MP1","NFAM1"
"FAM117B",1.29324234741845e-31,0.979224155311955,0.438,0.229,4.3988345205091e-27,"MP1","FAM117B"
"LST1",1.50932034746399e-31,1.83325498259129,0.174,0.05,5.13380222986401e-27,"MP1","LST1"
"OSCAR",1.59033233936909e-31,2.52279481883114,0.131,0.03,5.40935641913002e-27,"MP1","OSCAR"
"SIGLEC9",1.61246544062603e-31,1.53566682209928,0.192,0.059,5.4846399497454e-27,"MP1","SIGLEC9"
"PTK2B",2.80028069879464e-31,0.969029496513183,0.518,0.302,9.52487476888008e-27,"MP1","PTK2B"
"ETV6",3.48872507890476e-31,0.734295695651096,0.697,0.489,1.18665494833867e-26,"MP1","ETV6"
"HLA-DPA1",5.24510008093648e-31,1.34699540717651,0.263,0.104,1.78406834152973e-26,"MP1","HLA-DPA1"
"ALOX5",5.40660676389101e-31,0.828480891664943,0.524,0.294,1.83900322466989e-26,"MP1","ALOX5"
"SAP30",5.44542327535136e-31,1.6340865831454,0.229,0.083,1.85220627287801e-26,"MP1","SAP30"
"SLC9A7",1.20296365255056e-30,1.66603213441513,0.177,0.053,4.09176056778547e-26,"MP1","SLC9A7"
"ITGB2",1.33124107348993e-30,1.17489040583202,0.285,0.118,4.52808338736865e-26,"MP1","ITGB2"
"VIM",1.38555932467307e-30,1.1850749524476,0.387,0.194,4.71284148694298e-26,"MP1","VIM"
"TBC1D8",2.80564487541914e-30,1.43102701234212,0.333,0.155,9.54312047925068e-26,"MP1","TBC1D8"
"PLSCR1",2.94730299031845e-30,1.09123852003907,0.386,0.194,1.00249563912692e-25,"MP1","PLSCR1"
"LAT2",5.98776668900221e-30,1.49966122225575,0.189,0.06,2.03667896159721e-25,"MP1","LAT2"
"SLC43A2",8.55491577949965e-30,1.27458393580057,0.324,0.15,2.90986905323901e-25,"MP1","SLC43A2"
"CHPT1",9.14756077078264e-30,0.995084764651536,0.431,0.23,3.11145132057401e-25,"MP1","CHPT1"
"MT-ND4",1.36337410147888e-29,0.927105207973962,0.59,0.389,4.63738066877027e-25,"MP1","MT-ND4"
"IL1R1",2.2529602730091e-29,2.07398152651259,0.147,0.039,7.66321907261315e-25,"MP1","IL1R1"
"GK",2.48700703889211e-29,1.51118534545034,0.228,0.085,8.45930574208762e-25,"MP1","GK"
"KCNE1",2.52001395221589e-29,1.46019080873856,0.302,0.136,8.57157545706713e-25,"MP1","KCNE1"
"CPPED1",2.66503877745186e-29,1.26019147879824,0.296,0.13,9.06486289762475e-25,"MP1","CPPED1"
"KLHL2",2.83940488522507e-29,1.01409634754752,0.419,0.223,9.65795177660455e-25,"MP1","KLHL2"
"FLVCR2",4.11947092063695e-29,1.41140053745186,0.243,0.095,1.40119683894545e-24,"MP1","FLVCR2"
"TNFRSF1B",4.36229780284443e-29,1.00414300835067,0.441,0.244,1.4837919746595e-24,"MP1","TNFRSF1B"
"C1orf162",4.45219542101525e-29,1.41951773757587,0.258,0.107,1.51436975050413e-24,"MP1","C1orf162"
"GRN",4.8283233279225e-29,1.35441073444958,0.233,0.088,1.64230589675956e-24,"MP1","GRN"
"ANPEP",5.18979937528592e-29,1.67728983755739,0.123,0.028,1.76525835950975e-24,"MP1","ANPEP"
"APAF1",5.36988955264916e-29,1.24800934356541,0.276,0.117,1.82651423243809e-24,"MP1","APAF1"
"CHST15",1.14231626267917e-28,1.24044780642614,0.275,0.118,3.88547453587692e-24,"MP1","CHST15"
"AFMID",1.41637057183015e-28,2.01980266796271,0.126,0.03,4.81764286302307e-24,"MP1","AFMID"
"RCOR1",1.82297221654895e-28,1.00656705552208,0.402,0.21,6.2006576973696e-24,"MP1","RCOR1"
"USP15",1.98017226466138e-28,0.734884071468927,0.743,0.563,6.73535794101922e-24,"MP1","USP15"
"NAMPT",2.08073561794647e-28,0.959048445215924,0.38,0.192,7.07741413088313e-24,"MP1","NAMPT"
"SAMHD1",3.11090568032103e-28,0.748789558979521,0.554,0.336,1.0581434581044e-23,"MP1","SAMHD1"
"IFI30",3.58837404981383e-28,1.43791829201521,0.19,0.064,1.22054954930368e-23,"MP1","IFI30"
"HIPK3",5.34962533335684e-28,0.976264517031867,0.485,0.29,1.81962156088799e-23,"MP1","HIPK3"
"PSTPIP2",6.64188660568338e-28,1.00634795835014,0.456,0.251,2.25917131005715e-23,"MP1","PSTPIP2"
"SIGLEC10",9.06356685964997e-28,2.32282546956394,0.102,0.02,3.08288163164134e-23,"MP1","SIGLEC10"
"MT-ND5",1.00571764834022e-27,0.871707874096412,0.425,0.228,3.42084800906443e-23,"MP1","MT-ND5"
"PKP2",1.26480572864583e-27,1.73267219339662,0.194,0.069,4.30211020541592e-23,"MP1","PKP2"
"TMSB10",1.31780393573438e-27,0.907189636867925,0.374,0.188,4.48237830700693e-23,"MP1","TMSB10"
"RBMS3",1.32511665004359e-27,1.0601281073994,0.407,0.224,4.50725177345828e-23,"MP1","RBMS3"
"AMPH",1.54167191707647e-27,2.39410224051595,0.09,0.015,5.24384285874391e-23,"MP1","AMPH"
"AC092546.1",1.93861280526136e-27,1.61378779548989,0.167,0.052,6.593997595816e-23,"MP1","AC092546.1"
"IL18R1",2.89666392254533e-27,0.393483636455551,0.275,0.115,9.8527126661457e-23,"MP1","IL18R1"
"ERGIC1",2.9385997057185e-27,1.19803655266408,0.314,0.148,9.99535303903091e-23,"MP1","ERGIC1"
"ST14",3.25790803946372e-27,2.52684802358026,0.107,0.023,1.10814484054319e-22,"MP1","ST14"
"JARID2",3.80579153140229e-27,0.858435722889059,0.632,0.441,1.29450193149117e-22,"MP1","JARID2"
"HLA-DPB1",4.62266666304441e-27,1.10018597970339,0.311,0.144,1.57235383876793e-22,"MP1","HLA-DPB1"
"TET2",4.66668633536367e-27,0.767637150610732,0.553,0.347,1.5873266901106e-22,"MP1","TET2"
"DAGLB",7.76747370438789e-27,1.50582224440578,0.294,0.137,2.6420285058105e-22,"MP1","DAGLB"
"STK17B",1.26813505271926e-26,0.896103883639588,0.56,0.369,4.3134345683193e-22,"MP1","STK17B"
"AOAH",1.39956859732831e-26,0.461122313664483,0.713,0.49,4.76049262695251e-22,"MP1","AOAH"
"NLRP12",1.65729883482266e-26,3.20687629204698,0.09,0.016,5.63713625676578e-22,"MP1","NLRP12"
"XYLT1",5.26315224972208e-26,0.859031373275072,0.415,0.22,1.79020860622047e-21,"MP1","XYLT1"
"FCGR3A",5.74442907657596e-26,1.63107151000134,0.177,0.06,1.95391010610655e-21,"MP1","FCGR3A"
"CEP170",6.22116637516452e-26,0.653725405952212,0.59,0.37,2.11606753084846e-21,"MP1","CEP170"
"PTEN",6.38002659101886e-26,0.644969273032082,0.724,0.539,2.17010224466916e-21,"MP1","PTEN"
"TTC7A",7.09167108208793e-26,1.04028481507964,0.342,0.171,2.41216100186139e-21,"MP1","TTC7A"
"DGKG",9.40141331866895e-26,2.06653978154683,0.147,0.044,3.19779672621206e-21,"MP1","DGKG"
"LYN",1.02754346720725e-25,0.854700915568752,0.542,0.346,3.49508634935874e-21,"MP1","LYN"
"LIMS1",1.57468824519024e-25,0.878288168071266,0.467,0.267,5.35614459719009e-21,"MP1","LIMS1"
"RAP1GAP2",1.59005130547495e-25,0.896449073122448,0.303,0.141,5.40840051044248e-21,"MP1","RAP1GAP2"
"GLDN",3.1732097442174e-25,1.77190144537067,0.117,0.029,1.07933556239811e-20,"MP1","GLDN"
"SNX10",3.28879445225802e-25,1.00980904055614,0.288,0.132,1.11865054499104e-20,"MP1","SNX10"
"BACH1",3.99311084379923e-25,0.723410664614168,0.577,0.377,1.35821672240987e-20,"MP1","BACH1"
"SCIMP",4.155275715019e-25,1.48020041231037,0.194,0.072,1.41337548170656e-20,"MP1","SCIMP"
"ZSWIM6",4.42401611884799e-25,0.659122732378961,0.672,0.484,1.50478484266495e-20,"MP1","ZSWIM6"
"BCL6",4.7368194834663e-25,1.39124275874011,0.18,0.063,1.61118177910623e-20,"MP1","BCL6"
"IL15",5.4828428036326e-25,1.35010602241215,0.239,0.101,1.86493415122759e-20,"MP1","IL15"
"LINC00937",5.84167413566638e-25,1.85100117299276,0.145,0.044,1.98698704050556e-20,"MP1","LINC00937"
"HK1",5.91857625453156e-25,1.06459890092664,0.294,0.137,2.01314452721637e-20,"MP1","HK1"
"NAIP",6.35828489213329e-25,0.862545523177384,0.461,0.267,2.16270702321022e-20,"MP1","NAIP"
"S100A4",6.93966755460146e-25,1.16872840806657,0.229,0.093,2.36045852202214e-20,"MP1","S100A4"
"SRGN",9.35139630681842e-25,0.917748298614314,0.492,0.291,3.18078393980122e-20,"MP1","SRGN"
"NBPF19",1.38478590477145e-24,1.34407743377275,0.237,0.1,4.71021077648963e-20,"MP1","NBPF19"
"RAB31",1.55152696672154e-24,0.602436216122065,0.749,0.495,5.27736382460664e-20,"MP1","RAB31"
"ELF2",1.64485808655898e-24,0.67120575681819,0.65,0.447,5.59482029562173e-20,"MP1","ELF2"
"ACSL1",1.66876575824246e-24,0.500698547671942,0.575,0.352,5.67613985008589e-20,"MP1","ACSL1"
"IL1RAP",2.16907845325489e-24,1.12903258154259,0.272,0.124,7.37790345090119e-20,"MP1","IL1RAP"
"TMCC3",2.68851384139002e-24,1.26931018690306,0.321,0.163,9.144710980104e-20,"MP1","TMCC3"
"LILRB3",2.75368078045153e-24,1.36797130751454,0.186,0.068,9.36636980662785e-20,"MP1","LILRB3"
"P2RX1",3.06165537799522e-24,1.43267682630585,0.1,0.022,1.04139146027129e-19,"MP1","P2RX1"
"FAM102B",3.41427965638896e-24,0.957338996805918,0.287,0.134,1.16133308232414e-19,"MP1","FAM102B"
"GLIPR2",3.6877349880557e-24,1.5293658691468,0.184,0.067,1.25434617883727e-19,"MP1","GLIPR2"
"RPS9",4.04491356650201e-24,0.846510722706866,0.33,0.162,1.37583690050999e-19,"MP1","RPS9"
"PILRA",4.08342789873386e-24,1.3916227895309,0.212,0.085,1.38893716547534e-19,"MP1","PILRA"
"PTAFR",4.9807611903729e-24,1.4938373399419,0.161,0.053,1.69415611129344e-19,"MP1","PTAFR"
"CTTNBP2NL",5.12244076500084e-24,0.945536457775573,0.365,0.194,1.74234700180739e-19,"MP1","CTTNBP2NL"
"EMILIN2",5.29675380870976e-24,0.965716235715885,0.353,0.187,1.80163784049454e-19,"MP1","EMILIN2"
"NLRC4",5.61452643011e-24,1.45763088845073,0.172,0.061,1.90972501993762e-19,"MP1","NLRC4"
"MAP3K8",5.79804049089403e-24,0.603155463631595,0.594,0.375,1.9721454925727e-19,"MP1","MAP3K8"
"TKT",7.66778630601483e-24,1.51086871805078,0.163,0.055,2.60812083412788e-19,"MP1","TKT"
"GAPT",1.00184899172036e-23,3.13181574065431,0.058,0.006,3.40768916043762e-19,"MP1","GAPT"
"IQSEC2",1.03139803558044e-23,1.23534377121121,0.195,0.075,3.5081972782233e-19,"MP1","IQSEC2"
"MAP3K20",1.44986419709655e-23,1.02607723428347,0.243,0.103,4.93156808000419e-19,"MP1","MAP3K20"
"CST3",3.0102915724141e-23,0.939093006184811,0.343,0.178,1.02392057544093e-18,"MP1","CST3"
"CCDC69",3.6463022577987e-23,1.11214340095502,0.15,0.048,1.24025324996765e-18,"MP1","CCDC69"
"HLA-DQB1",3.95456021656165e-23,1.57115336365518,0.197,0.078,1.34510411206128e-18,"MP1","HLA-DQB1"
"CTSS",4.33237432104386e-23,0.859309798226182,0.388,0.216,1.47361380155986e-18,"MP1","CTSS"
"BASP1",5.57846128271198e-23,1.21952253265948,0.185,0.07,1.89745782070165e-18,"MP1","BASP1"
"ZNF516",6.15431188353776e-23,1.1207152096783,0.308,0.157,2.09332764406653e-18,"MP1","ZNF516"
"MAN2B1",8.20588555730612e-23,1.1622102064122,0.239,0.104,2.79114991346211e-18,"MP1","MAN2B1"
"KCNK13",9.98486371732792e-23,1.80993084395879,0.136,0.042,3.39625154481192e-18,"MP1","KCNK13"
"ACPP",1.33319999954291e-22,1.81443735771216,0.121,0.034,4.53474647844527e-18,"MP1","ACPP"
"FMNL1",2.155056253566e-22,1.03924871514562,0.271,0.127,7.3302083408794e-18,"MP1","FMNL1"
"TES",2.37683060479153e-22,1.16613912816369,0.219,0.091,8.08455161913791e-18,"MP1","TES"
"NHSL1",2.80308553137329e-22,0.799232221370139,0.499,0.305,9.5344151264131e-18,"MP1","NHSL1"
"MT-ATP6",2.84786480318794e-22,0.759887581311334,0.68,0.524,9.68672734156346e-18,"MP1","MT-ATP6"
"HRH2",3.0355022756257e-22,1.08461566657091,0.256,0.118,1.03249574403133e-17,"MP1","HRH2"
"SPECC1",3.21363719956854e-22,0.887908799968484,0.303,0.148,1.09308655706124e-17,"MP1","SPECC1"
"KIAA1958",3.4046753452697e-22,1.36545970608416,0.18,0.068,1.15806627194003e-17,"MP1","KIAA1958"
"UBE2R2",3.51114666357544e-22,0.840123283794106,0.395,0.224,1.19428142614855e-17,"MP1","UBE2R2"
"ZDHHC7",4.33435763816452e-22,0.90307382308697,0.272,0.129,1.47428840704528e-17,"MP1","ZDHHC7"
"SERPINA1",4.84345100555868e-22,3.03220921332617,0.054,0.006,1.64745142503073e-17,"MP1","SERPINA1"
"APLP2",4.99477723377718e-22,0.8205098219383,0.369,0.201,1.69892352829697e-17,"MP1","APLP2"
"KDM4B",5.36314318143213e-22,1.0391443993125,0.321,0.164,1.82421952173232e-17,"MP1","KDM4B"
"SLC36A4",7.42089764255015e-22,1.07186208203028,0.246,0.111,2.52414412413701e-17,"MP1","SLC36A4"
"TIAM1",8.60369181143933e-22,0.885987419610562,0.276,0.132,2.92645973274297e-17,"MP1","TIAM1"
"NT5DC3",8.66799265335238e-22,2.36283408827381,0.081,0.016,2.94833102111128e-17,"MP1","NT5DC3"
"PELI2",8.70902176303129e-22,0.705634906822211,0.37,0.198,2.96228666247746e-17,"MP1","PELI2"
